tv,season,episode_number,title,airdate,rating,total_votes,desc,encoded_title
Blue Planet II,1,1,One Ocean,"Jan 20, 2018",9.1,1400,One Ocean takes us on a journey from the intense heat of the tropics to our planet's frozen poles to reveal new worlds and extraordinary never-before-seen animal behaviours.,tt6769208
Blue Planet II,1,2,The Deep,"Jan 27, 2018",9.0,1300,The adventurers in submarine explore the ocean and film everything around them.,tt6769208
Blue Planet II,1,3,Coral Reefs,"Feb 3, 2018",8.9,1100,"Corals build themselves homes of limestone in the warm, clear, shallow seas of the tropics. Their reefs occupy less than one tenth of one per cent of the ocean floor, yet they are home to a quarter of all known marine species.",tt6769208
Blue Planet II,1,4,Big Blue,"Nov 19, 2017",8.7,939,"The big blue is the world's greatest wilderness, far from shore and many kilometers deep. It's a vast marine desert where there is little to eat and nowhere to hide.",tt6769208
Blue Planet II,1,5,Green Seas,"Nov 26, 2017",8.8,889,"It's our green seas, not the blue, that bring life to our oceans. Here sunlight powers the growth of enchanted forests of kelp, mangroves and prairies of sea grass. They are the most abundant but fiercely competitive places in the ocean to live.",tt6769208
Blue Planet II,1,6,Coasts,"Dec 3, 2017",8.8,809,A fascinating insight into the coastal depths that grace our planet.,tt6769208
Blue Planet II,1,7,Our Blue Planet,"Dec 10, 2017",8.3,730,"Examining the role of human anthropogenic activity on the oceans. Microplastics and pollution are an increasing problem for the world's seas, threatening the lives of marine life and ultimately impacting on the ecosystem.",tt6769208
