tv,season,episode_number,title,airdate,rating,total_votes,episode_desc,encoded_title,show_desc
Generation War,1,1,Eine andere Zeit,"Mar 17, 2013",8.2,822,Five friends go out to war and promise each other to be back for Christmas.,tt1883092,Five friends go out to war and promise each other to be back for Christmas.
Generation War,1,2,Ein anderer Krieg,"Mar 18, 2013",8.3,730,"The war on the Russian front goes disastrously wrong, so Frieldhelm's realistic pessimism spreads among the decimated comrades in arms, who bravely continue the near-hopeless battle assignments in a last hope offensive on Kursk. Friedhelm survives by wearing a Soviet uniform, only to be shot by his own men, yet is saved against the odds when nurse Charlotte begs the s... Read all",tt1883092,Five friends go out to war and promise each other to be back for Christmas.
Generation War,1,3,Ein anderes Land,"Mar 20, 2013",8.3,692,"Wilhelm's death sentence has been mitigated to a transfer into a punitive battalion. The Wehrmacht now needs every man. In Russia, Charlotte and Wilhelm meet again - a disturbing encounter for both. Especially Charlotte is overwhelmed by her feelings, since she thought Wilhelm dead. But the war tears them asunder once more. The Red Army is now advancing on all fronts.... Read all",tt1883092,Five friends go out to war and promise each other to be back for Christmas.
