tv,season,episode_number,title,airdate,rating,total_votes,episode_desc,encoded_title,show_desc
Yeh Meri Family,1,1,Pukam Pukai,"Jul 12, 2018",8.7,398,"All Harshu wants is all any 12-year-old does, to play and have fun with his best friend Shanky during the summer vacations, but mom has different plans for him.",tt8595766,Set in the summer of 1998 it is a story about conflicting emotions towards family members from the eyes of a twelve year old.
Yeh Meri Family,1,2,Vish Amrit,"Jul 12, 2018",9.0,377,"Birthday is one day that gets every 12-year old excited and Harshu is no different. Harshu and Shanky have big plans for Harshu's birthday, but mom has a sweet surprise planned for him.",tt8595766,Set in the summer of 1998 it is a story about conflicting emotions towards family members from the eyes of a twelve year old.
Yeh Meri Family,1,3,The 12th Man,"Jul 20, 2018",9.2,400,"The dreaded day of results in school is here, but Harshu isn't worried about the report card. What's bothering him is his Papa coming to school for the open day. Will Harshu's friends think his Papa is cool ?",tt8595766,Set in the summer of 1998 it is a story about conflicting emotions towards family members from the eyes of a twelve year old.
Yeh Meri Family,1,4,Posham Pa,"Jul 20, 2018",9.1,361,Harshu discovers some secrets about his elder brother Dabbu and realizes he is not as innocent as he seems. Things get unpleasant at home and Harshu soon learns that this is more than just a trump card battle.,tt8595766,Set in the summer of 1998 it is a story about conflicting emotions towards family members from the eyes of a twelve year old.
Yeh Meri Family,1,5,Kacchi Ghodi,"Jul 20, 2018",9.1,340,"When the parents have an intense fight, the entire house is on high alert. While Harshu and Dabbu try to calm things down, the adorable little sister, Chitti goes missing. Where did Chitti go and what happens next ?",tt8595766,Set in the summer of 1998 it is a story about conflicting emotions towards family members from the eyes of a twelve year old.
Yeh Meri Family,1,6,Chupan Chupai,"Jul 20, 2018",9.0,372,"Harshu never gives up an opportunity to try to impress his crush Vidhya. His best friend Shanky gives him new tips and tricks to grab her attention, but this time Harshu has his own plans. What are they ?",tt8595766,Set in the summer of 1998 it is a story about conflicting emotions towards family members from the eyes of a twelve year old.
Yeh Meri Family,1,7,Chiddiya Ud,"Jul 20, 2018",9.5,482,"No matter how much we fight with our siblings, how much we hit them, we can't stay away from them. Similar is the story of Harshu and his brother Dabbu. What will happen if Dabbu will leave the family home to study further ?",tt8595766,Set in the summer of 1998 it is a story about conflicting emotions towards family members from the eyes of a twelve year old.
