tv,season,episode_number,title,airdate,rating,total_votes,episode_desc,encoded_title,show_desc
Jesus of Nazareth,1,1,Part 1,"Apr 3, 1977",8.5,444,"After Joseph and Mary's betrothal, Mary is visited by the angel Gabriel, who tells her she will bear the Son of God. Mary and Joseph travel to Bethlehem to take part in Herod's census, where Jesus is born.",tt0075520,"Beginning before the Nativity and extending through the Crucifixion and Resurrection, this mini-series brings to life all of the sweeping drama in the life of Jesus, as told by the Gospels."
Jesus of Nazareth,1,2,Part 2,"Apr 10, 1977",8.7,442,Jesus meets Mary Magdalene and John the Baptist and continues to perform miracles among his people.,tt0075520,"Beginning before the Nativity and extending through the Crucifixion and Resurrection, this mini-series brings to life all of the sweeping drama in the life of Jesus, as told by the Gospels."
Jesus of Nazareth,1,3,Part 3,"Apr 17, 1977",8.1,38,"Judas implores Zerah to let Jesus appear before the Sanhedrin in Jerusalem, where ""He will be handed over to the unbelievers.""",tt0075520,"Beginning before the Nativity and extending through the Crucifixion and Resurrection, this mini-series brings to life all of the sweeping drama in the life of Jesus, as told by the Gospels."
Jesus of Nazareth,1,4,Part 4,"Apr 24, 1977",9.0,43,"Christ is condemned and crucified, dying on the cross, but he is resurrected on the third day.",tt0075520,"Beginning before the Nativity and extending through the Crucifixion and Resurrection, this mini-series brings to life all of the sweeping drama in the life of Jesus, as told by the Gospels."
