tv,season,episode_number,title,airdate,rating,total_votes,desc,encoded_title
Lonesome Dove,1,1,Leaving,"Feb 5, 1989",8.2,398,"In Lonesome Dove, Texas former Texas Rangers Augustus 'Gus' McCrae and Woodrow F. Call are spending their time not doing much of anything. They have something of a reunion when old friends Jake Spoon and Joshua Deets arrive. They've not seen each other for something going on 10 years. Jake has an idea: they should round up a herd of cattle and drive them north where t... Read all",tt0096639
Lonesome Dove,1,2,On the Trail,"Feb 6, 1989",8.6,365,"With the loss of Sean O'Brien, the cook refuses to cross the river and Woodrow and Gus find themselves in their old stomping grounds of San Antonio looking for someone to prepare their meals. On the trail, Jake Spoon abandons Lorena temporarily to go off gambling. Gus visits her but is far more concerned when an old foe, Blue Duck, appears. Blue Duck rides off but lat... Read all",tt0096639
Lonesome Dove,1,3,The Plains,"Feb 7, 1989",8.7,355,"Gus and Lorena rejoin the cattle drive. Elmira makes her way to Ogallala, with July close on her heels. Jake's new partnership doesn't turn out as planned.",tt0096639
Lonesome Dove,1,4,Return,"Feb 8, 1989",8.8,385,"Still on the trail, the men face ever increasing danger. They have an 80 mile stretch without water and the weather has turned with the onset of winter. Joshua Deets' encounter with a group of young Indians leads to tragedy. Similarly, Gus is severely wounded in an encounter with Indian warriors. He is rescued by mountain man but has to have his right leg amputated. B... Read all",tt0096639
