tv,season,episode_number,title,airdate,rating,total_votes,episode_desc,episode_url,encoded_title,show_desc
Line of Duty,1,1,A Disastrous Affair,"Aug 21, 2012",7.7,1566,"After a bungled raid which kills an innocent man young DS Steve Arnott faces disgrace. However he is transferred to the anti-corruption squad, whose head, superintendent Ted Hastings, gives him a ""very special case"" to investigate - DCI Tony Gates, recently awarded a medal for heroic conduct but with a suspiciously high arrest rate. Hastings tries to get Gates on minor bribery charges, in vain, and is unaware that the married Gates has covered up a fatal hit-and-run by his lover, businesswoman Jackie Laverty. Meanwhile DC Kate Fleming joins Gates's team and tells ...",https://www.imdb.com/title/tt2384267/,tt2303687,"Drama series following the investigations of AC-12, a controversial police anti-corruption unit."
Line of Duty,1,2,The Assault,"Aug 28, 2012",8.1,1331,"Having been duped into covering up Jackie's hit and run, Gates is desperate to sever ties with her. But as Arnott and Fleming close in on his secret, Gates is plunged into an even more dangerous situation.",https://www.imdb.com/title/tt2388095/,tt2303687,"Drama series following the investigations of AC-12, a controversial police anti-corruption unit."
Line of Duty,1,3,In the Trap,"Sep 4, 2012",8.0,1271,"Gates, knocked unconscious by the attackers, tampers with evidence, hiding a whiskey glass before police arrive to find Jackie has vanished. He claims he has just got there himself. Hastings and Arnott quiz him on his relationship with Jackie and he admits she was an old flame but denies knowledge of her money laundering. Arnott goes over the top in confronting him with evidence to suggest he was at Jackie's house when she was killed but makes himself look desperate. Gates is taken off the case and later, whilst investigating Wes's murder, is grabbed by masked men and...",https://www.imdb.com/title/tt2393075/,tt2303687,"Drama series following the investigations of AC-12, a controversial police anti-corruption unit."
Line of Duty,1,4,Terror,"Sep 11, 2012",8.1,1220,"Whilst the money laundering investigation is passed to Fraud Squad, Gates is still hounded by his blackmailers. Kate wants to connect him to Jackie's murder and sets out to gain his trust to find further proof though Gates' loyal colleague Morton rumbles her. Hastings and Arnott interview Gates' team and learn from D.S. Cottan that he diverted them from attending the drug dealers' murders, leading them to believe that Gates knew that the dead pair were working with Jackie though Gates persuades his gullible superior that the couple were in fact terrorists building a ...",https://www.imdb.com/title/tt2392125/,tt2303687,"Drama series following the investigations of AC-12, a controversial police anti-corruption unit."
Line of Duty,1,5,The Probation,"Sep 18, 2012",8.3,1321,"Gates returns to rescue Arnott but leaves before Kate, her cover now blown, arrives to find evidence that a body had been stored at the warehouse. Arnott recalls that the chief torturer was called Tommy and admits to Kate that Gates saved him. She believes he is weakening in his attitude to Gates, whom he goes to see in secret, confirming his view that Gates is innocent of all the murders. Convinced that Gates is in danger but can bring the killers to justice Arnott persuades Hastings to let Gates set up a meeting with Tommy, recorded on a wire. Arnott and Kate intend...",https://www.imdb.com/title/tt2356337/,tt2303687,"Drama series following the investigations of AC-12, a controversial police anti-corruption unit."
Line of Duty,2,1,The Ambush,"Feb 12, 2014",8.5,1310,"A police convoy escorting a civilian under a witness protection scheme is attacked, the witness hospitalized and all the police officers killed, except Inspector Lindsay Denton, who organized the operation at very short notice and who only informed DCC Dryden of the route. Ted Hastings asks Steve and Kate to interview her but Kate pulls out, claiming one of the dead officers, Jayne Akers, was a friend - though she has been having an affair with Jayne's husband Rich. Her place is taken by Georgia Trotman, who is troubled that the men are savage with their interrogation...",https://www.imdb.com/title/tt3162268/,tt2303687,"Drama series following the investigations of AC-12, a controversial police anti-corruption unit."
Line of Duty,2,2,Carly,"Feb 19, 2014",8.5,1151,"Following the deaths of Georgia and the witness it is Steve who gets a grilling as to the police presence at the hospital whilst Lindsay is accused of attacking her neighbour, which she denies. Steve discovers that a nurse on the witness's ward, Claire Tindall, was threatened into giving the killer access by a man she knows as Joe, but whom she is unable to identify. Lindsay continues to search for vanished teenager Carly Kirk and Kate is drafted in as her assistant - in reality a move to try and get Lindsay to admit her guilt - but Lindsay sees through the ruse. ...",https://www.imdb.com/title/tt3162272/,tt2303687,"Drama series following the investigations of AC-12, a controversial police anti-corruption unit."
Line of Duty,2,3,Behind Bars,"Feb 26, 2014",8.2,1075,"Lindsay is remanded in custody where she is victimized by both staff and prisoners. Meanwhile Steve and Kate discover the identity of the dead witness from blunt inspector Cottan. He was known as Tommy and Cottan believes that Jayne Akers, his liaison officer, was the real mole who betrayed the escort. Kate visits Lindsay, who knows about her affair with Jayne's husband whilst Cottan has similar suspicions. Lindsay's accusations also cause friction between Hastings and Steve, whilst Dryden's driving offence attracts the press so to save himself he strikes a deal ...",https://www.imdb.com/title/tt3162274/,tt2303687,"Drama series following the investigations of AC-12, a controversial police anti-corruption unit."
Line of Duty,2,4,Blood Money,"Mar 5, 2014",8.5,1078,"An arrogant Dryden is questioned regarding the traffic offence and is dismissive though Steve lets him know Lindsay has revealed that he knew about the convoy route and aims to pursue it further. Rich Akers is also pulled in after £20,000 of which he claims ignorance is found under the floor boards at his house. Hargreaves is convinced this was the bribe given Jayne to betray the escort and when Steve and Kate examine Jayne's car they discover a tracking device though Hargreaves is not keen for its revelation. Furthermore Cottan and Hargreaves see video evidence ...",https://www.imdb.com/title/tt3162276/,tt2303687,"Drama series following the investigations of AC-12, a controversial police anti-corruption unit."
Line of Duty,2,5,Last Words,"Mar 12, 2014",8.7,1087,"Lindsay wakes up in a lock-up and is questioned by her abductors. Prasad soon kills his accomplice, Cole, but Lindsay outwits him and makes him admit on the phone that he and Cole were working for Dryden, who set up the ambush. Steve locates her at her dead mother's bedside and she is granted bail, unaware that Prasad, whom she believed that she killed in self-defense, is still alive and demanding immunity. Cottan brings in his old mate Morton for some dirt on Dryden and it is revealed that Dryden had sex with Carly Kirk. He is arrested and questioned, admitting that ...",https://www.imdb.com/title/tt3162280/,tt2303687,"Drama series following the investigations of AC-12, a controversial police anti-corruption unit."
Line of Duty,2,6,The Caddy,"Mar 19, 2014",8.2,1111,"Prasad claims that Dryden wanted Tommy silenced as he was blackmailing him about Carly, hence the ambush. However the order was to spare Lindsay. Hastings charges Dryden for the driving scam but has insufficient evidence for the weightier charges as Dryden apparently proves that the last he saw of Carly was when he put her on a train. Kate is surprised that Steve seems to believe in Lindsay's innocence until he admits that he is purposely trying to gain her confidence to trap her. When she is shown to have accepted a proposal by a colleague to snare a child abuser she...",https://www.imdb.com/title/tt3162282/,tt2303687,"Drama series following the investigations of AC-12, a controversial police anti-corruption unit."
Line of Duty,3,1,Monsters,"Mar 24, 2016",8.6,1287,"When a criminal is shot dead by a police armed-response unit led by Sergeant Danny Waldron, AC-12 gather evidence suggesting it was a deliberate killing rather than self-defense.",https://www.imdb.com/title/tt4881332/,tt2303687,"Drama series following the investigations of AC-12, a controversial police anti-corruption unit."
Line of Duty,3,2,The Process,"Mar 31, 2016",8.3,1083,"Danny's armed-response unit come under increasing scrutiny as AC-12 feed Kate information to help her crack their story. Steve makes a shocking discovery, then his own past catches up with him.",https://www.imdb.com/title/tt4881336/,tt2303687,"Drama series following the investigations of AC-12, a controversial police anti-corruption unit."
Line of Duty,3,3,Snake Pit,"Apr 7, 2016",8.4,1067,DS Steve Arnott believes there is a dark secret in Danny Waldron's past. Then the spotlight falls on his questionable conduct in a previous inquiry - the Lindsay Denton case.,https://www.imdb.com/title/tt5072082/,tt2303687,"Drama series following the investigations of AC-12, a controversial police anti-corruption unit."
Line of Duty,3,4,Negative Pressure,"Apr 14, 2016",8.4,1073,"Fresh testimony launches AC-12 back on the trail of the Caddy, a corrupt officer with links to organized crime.",https://www.imdb.com/title/tt5072086/,tt2303687,"Drama series following the investigations of AC-12, a controversial police anti-corruption unit."
Line of Duty,3,5,The List,"Apr 21, 2016",9.1,1343,AC-12's loyalties are divided when DS Arnott comes under scrutiny from his colleagues.,https://www.imdb.com/title/tt5072094/,tt2303687,"Drama series following the investigations of AC-12, a controversial police anti-corruption unit."
Line of Duty,3,6,Breach,"Apr 28, 2016",9.5,2319,"Steve is arrested on suspicion of murder but continues to protest his innocence. Kate's undercover operation unveils unexpected facts, but will it hold the key to uncovering the identity of the Caddy?",https://www.imdb.com/title/tt5072092/,tt2303687,"Drama series following the investigations of AC-12, a controversial police anti-corruption unit."
Line of Duty,4,1,In the Shadow of the Truth,"Mar 26, 2017",8.4,1235,"When DCI Roz Huntley captures a serial killer, Forensic Coordinator Tim Ifield alerts AC-12 to a possible miscarriage of justice.",https://www.imdb.com/title/tt5760408/,tt2303687,"Drama series following the investigations of AC-12, a controversial police anti-corruption unit."
Line of Duty,4,2,Who Sows the Wind,"Apr 2, 2017",8.1,1038,"A dismembered body is discovered, and worries grow when Roz fails to report for duty. After further questioning of Michael Farmer unearths crucial new information, AC-12 challenge the case against him.",https://www.imdb.com/title/tt6148516/,tt2303687,"Drama series following the investigations of AC-12, a controversial police anti-corruption unit."
Line of Duty,4,3,In the Trap,"Apr 9, 2017",8.6,1115,"As shocking new evidence is unearthed, AC-12 step up their investigation into the case against Michael Farmer.",https://www.imdb.com/title/tt6148492/,tt2303687,"Drama series following the investigations of AC-12, a controversial police anti-corruption unit."
Line of Duty,4,4,Moral Superiority,"Apr 16, 2017",8.5,1061,"The discovery of new forensic anomalies appears to provide AC-12 with a major breakthrough. Meanwhile, Nick Huntley comes under scrutiny.",https://www.imdb.com/title/tt6148548/,tt2303687,"Drama series following the investigations of AC-12, a controversial police anti-corruption unit."
Line of Duty,4,5,Lying Nest,"Apr 23, 2017",8.5,1025,AC-12's future hangs in the balance after Hilton bars them from investigating Roz Huntley. But Roz's problems are building closer to home.,https://www.imdb.com/title/tt6148560/,tt2303687,"Drama series following the investigations of AC-12, a controversial police anti-corruption unit."
Line of Duty,4,6,Royal Hunting Ground,"Apr 30, 2017",9.0,1287,AC-12 pit their wits against Roz Huntley in a climactic duel to find Tim Ifield's murderer and unmask Balaclava Man.,https://www.imdb.com/title/tt6158184/,tt2303687,"Drama series following the investigations of AC-12, a controversial police anti-corruption unit."
Line of Duty,5,1,Operation Pear Tree,"Mar 31, 2019",8.6,1225,"When three police officers are shot dead during the hijack of a seized drugs transport, AC-12 move in to investigate possible police collusion.",https://www.imdb.com/title/tt7251220/,tt2303687,"Drama series following the investigations of AC-12, a controversial police anti-corruption unit."
Line of Duty,5,2,The Head of Medusa,"Apr 7, 2019",8.5,1017,"A fresh police leak enables another audacious raid, while Arnott's attempts to gather information put him in a dangerous situation.",https://www.imdb.com/title/tt7814138/,tt2303687,"Drama series following the investigations of AC-12, a controversial police anti-corruption unit."
Line of Duty,5,3,Code Zero,"Apr 14, 2019",8.4,978,"Corbett's most daring plan yet requires McQueen to exploit links with corrupt police officers. Meanwhile, the AC-12 team make a shocking discovery.",https://www.imdb.com/title/tt7814140/,tt2303687,"Drama series following the investigations of AC-12, a controversial police anti-corruption unit."
Line of Duty,5,4,The Betrayal,"Apr 21, 2019",9.0,1134,"Tensions rise in the OCG following the events at Eastfield. With troubling questions hanging over the identity of the mysterious H, suspicions mount among the AC-12 team.",https://www.imdb.com/title/tt7814136/,tt2303687,"Drama series following the investigations of AC-12, a controversial police anti-corruption unit."
Line of Duty,5,5,On Your Own,"Apr 28, 2019",8.5,949,"As the hunt for H intensifies, Steve and Kate wonder if Hastings is guarding a dark secret.",https://www.imdb.com/title/tt7981396/,tt2303687,"Drama series following the investigations of AC-12, a controversial police anti-corruption unit."
Line of Duty,5,6,The Intrigue,"May 5, 2019",8.5,1148,The search for the mysterious H reaches its climax as long-buried secrets finally come to light.,https://www.imdb.com/title/tt7981400/,tt2303687,"Drama series following the investigations of AC-12, a controversial police anti-corruption unit."
Line of Duty,6,1,Episode #6.1,"Mar 21, 2021",7.7,1148,AC-12 investigate DCI Jo Davidson's apparent mishandling of the murder of an investigative journalist.,https://www.imdb.com/title/tt7814142/,tt2303687,"Drama series following the investigations of AC-12, a controversial police anti-corruption unit."
Line of Duty,6,2,Episode #6.2,"Mar 28, 2021",8.1,934,AC-12 suspect a cover-up as an officer on DCI Davidson's team appears to have sabotaged the inquiry into Gail Vella's murder.,https://www.imdb.com/title/tt7814144/,tt2303687,"Drama series following the investigations of AC-12, a controversial police anti-corruption unit."
Line of Duty,6,3,Episode #6.3,"Apr 4, 2021",8.3,902,A new witness comes forward claiming to have crucial evidence in Gail Vella's murder. Kate is torn between her loyalty to Jo and to AC-12.,https://www.imdb.com/title/tt7814148/,tt2303687,"Drama series following the investigations of AC-12, a controversial police anti-corruption unit."
Line of Duty,6,4,Episode #6.4,"Apr 11, 2021",9.0,1275,"DCI Jo Davidson faces increasing pressure from all sides as AC-12 make major breakthroughs in the investigation, but an attempt to interview a key witness goes horribly wrong.",https://www.imdb.com/title/tt7814146/,tt2303687,"Drama series following the investigations of AC-12, a controversial police anti-corruption unit."
Line of Duty,6,5,Episode #6.5,"Apr 18, 2021",9.0,1153,"AC-12 link Gail Vella's murder with a historic case of police corruption, and Kate hatches a plan to tell once and for all if Jo is bent.",https://www.imdb.com/title/tt7985700/,tt2303687,"Drama series following the investigations of AC-12, a controversial police anti-corruption unit."
Line of Duty,6,6,Episode #6.6,"Apr 25, 2021",8.3,944,"As AC-12 struggle to deal with the repercussions of tragic events, Hastings makes one final bid to uncover institutionalized corruption before his time runs out.",https://www.imdb.com/title/tt7985702/,tt2303687,"Drama series following the investigations of AC-12, a controversial police anti-corruption unit."
Line of Duty,6,7,Episode #6.7,"May 2, 2021",5.8,2480,"With time running out, AC-12 attempt to unmask 'H',the fourth individual commanding the network of corrupt officers behind the murder of Gail Vella. But sinister and powerful forces appear intent on orchestrating a cover-up.",https://www.imdb.com/title/tt13968694/,tt2303687,"Drama series following the investigations of AC-12, a controversial police anti-corruption unit."
