tv,season,episode_number,title,airdate,rating,total_votes,episode_desc,episode_url,encoded_title,show_desc
Dragon Ball,1,1,The Secret of the Dragon Balls,"Sep 9, 1995",8.0,412,"Goku, living alone in his own little world, meets Bulma and sets off on a journey to discover what the Dragonballs do.",https://www.imdb.com/title/tt4237536/,tt0280249,"Dragon Ball tells the tale of a young warrior by the name of Son Goku, a young peculiar boy with a tail who embarks on a quest to become stronger and learns of the Dragon Balls, when, once all 7 are gathered, grant any wish of choice."
Dragon Ball,1,2,The Emperor's Quest,"Aug 21, 2001",7.6,497,"While Son Goku and Bulma continue on their quest, Bulma tries to teach him the finer points in life, like setting up camp and bathing. Goku goes hunting and runs into Mai and Shuu, who were sent by Pilaf to Skull Valley to investigate a light that may be a dragon ball. It turns out to be a wolf pack, which Goku fends off. Goku returns home with dinner, and he meets a turtle who he decides to help by returning him to the ocean.",https://www.imdb.com/title/tt0838685/,tt0280249,"Dragon Ball tells the tale of a young warrior by the name of Son Goku, a young peculiar boy with a tail who embarks on a quest to become stronger and learns of the Dragon Balls, when, once all 7 are gathered, grant any wish of choice."
Dragon Ball,1,3,The Nimbus Cloud of Roshi,"Aug 22, 2001",7.8,477,"As Son Goku and Bulma take the turtle to the ocean they are attacked by a bear, who Goku defeats. Meanwhile Shuu and Mai inform Pilaf that there was no dragon ball at Skull Valley. The three of them go to a remote island in the Emerald Sea to get a dragon ball from Roshi, the turtle hermit, but they can't find it. Goku and Bulma meet Roshi, who is the master of the turtle they helped, and in gratitude Roshi gives them the dragon ball and his flying nimbus cloud.",https://www.imdb.com/title/tt0838722/,tt0280249,"Dragon Ball tells the tale of a young warrior by the name of Son Goku, a young peculiar boy with a tail who embarks on a quest to become stronger and learns of the Dragon Balls, when, once all 7 are gathered, grant any wish of choice."
Dragon Ball,1,4,Oolong the Terrible,"Aug 23, 2001",7.4,467,"Bulma and Son Goku arrives in a town where they find the fifth Dragon Ball, but they only get the Ball when they defeat the Monster that is terrorizing the Village.",https://www.imdb.com/title/tt0565997/,tt0280249,"Dragon Ball tells the tale of a young warrior by the name of Son Goku, a young peculiar boy with a tail who embarks on a quest to become stronger and learns of the Dragon Balls, when, once all 7 are gathered, grant any wish of choice."
Dragon Ball,1,5,Yamcha the Desert Bandit,"Aug 24, 2001",7.4,446,"After Oolong is defeated by Goku, he is forced to join the quest because his shape shifting powers may come in handy. In order to find the next dragon ball, they must cross through the Diablo Desert. Oolong disposes of Bulma's dino caps and tries to escape, but she has ways of making him stay. As they cross through the desert, they are confronted by Yamcha, the desert bandit, and he and Goku do battle.",https://www.imdb.com/title/tt0838709/,tt0280249,"Dragon Ball tells the tale of a young warrior by the name of Son Goku, a young peculiar boy with a tail who embarks on a quest to become stronger and learns of the Dragon Balls, when, once all 7 are gathered, grant any wish of choice."
Dragon Ball,1,6,Keep an Eye on the Dragon Balls,"Aug 27, 2001",7.4,433,"Goku, Bulma, and Oolong are still crossing Diablo Desert. Meanwhile, Yamcha is plotting his revenge. Pilaf sends Mai and Shuu after Bulma's dragon balls. Goku tells Oolong about the dragon balls, so now the treacherous Oolong has his own ideas about them. Yamcha overhears the conversation, and he develops a plan for the dragon balls himself. This begins a battle of wits among all parties trying to get their hands on the dragon balls.",https://www.imdb.com/title/tt0838715/,tt0280249,"Dragon Ball tells the tale of a young warrior by the name of Son Goku, a young peculiar boy with a tail who embarks on a quest to become stronger and learns of the Dragon Balls, when, once all 7 are gathered, grant any wish of choice."
Dragon Ball,1,7,The Ox-King on Fire Mountain,"Aug 28, 2001",7.5,422,"Goku, Bulma, and Oolong continue on their quest in a car given to them by Yamcha, who is secretly following them due to a tracking device in the car. He plans to steal the dragon balls from them. The next stop is Fire Mountain, where supposedly the mighty Ox King has the 6th dragon ball. Goku befriends the Ox King, who trained with his grandfather under Master Roshi. In order to get the dragon ball, Goku is sent to find the Ox King's daughter Chi-Chi, and to obtain the Bansho fan from Roshi.",https://www.imdb.com/title/tt0838665/,tt0280249,"Dragon Ball tells the tale of a young warrior by the name of Son Goku, a young peculiar boy with a tail who embarks on a quest to become stronger and learns of the Dragon Balls, when, once all 7 are gathered, grant any wish of choice."
Dragon Ball,1,8,The Kamehameha Wave,"Aug 29, 2001",7.9,424,"Once they land on Roshi's island, Goku and Chi-Chi explain to him their dilemma--Chi-Chi and the Ox King can't get into their castle until the flames on Fire Mountain are extinguished. Roshi agrees to give them the Bansho fan if Goku can convince Bulma to get him a date with an older woman. Unfortunately he realizes that he used the fan as a place mat, then threw it away when it became sticky. He then accompanies them to Fire Mountain to extinguish the flame himself with his Kamehameha Wave. He succeeds, but he accidentally destroys the castle and the mountain too. ...",https://www.imdb.com/title/tt0838728/,tt0280249,"Dragon Ball tells the tale of a young warrior by the name of Son Goku, a young peculiar boy with a tail who embarks on a quest to become stronger and learns of the Dragon Balls, when, once all 7 are gathered, grant any wish of choice."
Dragon Ball,1,9,Boss Rabbit's Magic Touch,"Aug 30, 2001",7.2,396,"Goku, Bulma, and Oolong arrive in a town where everyone is afraid of Bulma because of the rabbit costume she is wearing. They discover that this is because Boss Rabbit, a.k.a. Monster Carrot, and his goons rule the town with an iron fist. It is up to Goku, with help from Yamcha and Puar, to free the town.",https://www.imdb.com/title/tt0838664/,tt0280249,"Dragon Ball tells the tale of a young warrior by the name of Son Goku, a young peculiar boy with a tail who embarks on a quest to become stronger and learns of the Dragon Balls, when, once all 7 are gathered, grant any wish of choice."
Dragon Ball,1,10,The Dragon Balls Are Stolen,"Aug 31, 2001",7.5,399,"Mai is able to fix Pilaf's dragon ball detector, and they see that Goku and his friends, with their six dragon balls, are on their way to Pilaf's castle to retrieve his dragon ball, the only one they don't have. Pilaf sends Mai and Shuu to meet them and steal their dragon balls, and they get all of them except the one Goku holds. Goku and his companions must then storm the castle to retrieve them.",https://www.imdb.com/title/tt0838670/,tt0280249,"Dragon Ball tells the tale of a young warrior by the name of Son Goku, a young peculiar boy with a tail who embarks on a quest to become stronger and learns of the Dragon Balls, when, once all 7 are gathered, grant any wish of choice."
