tv,season,episode_number,title,airdate,rating,total_votes,episode_desc,episode_url,encoded_title,show_desc
Six Feet Under,1,1,Pilot,"Jun 3, 2001",8.7,3053,"When the funeral director is killed in an accident, the family comes together to mourn and decide the fate of the funeral home.",https://www.imdb.com/title/tt0702006/,tt0248654,A chronicle of the lives of a dysfunctional family who run an independent funeral home in Los Angeles.
Six Feet Under,1,2,The Will,"Jun 10, 2001",8.1,2045,The family attends the reading of Nathaniel's will. A widow is unable to pay the funeral bill after her late husband leaves her with a mountain of debt.,https://www.imdb.com/title/tt0702031/,tt0248654,A chronicle of the lives of a dysfunctional family who run an independent funeral home in Los Angeles.
Six Feet Under,1,3,The Foot,"Jun 17, 2001",8.4,1973,The family considers selling the business. Their latest client had an unfortunate accident with an industrial dough-mixer.,https://www.imdb.com/title/tt0702016/,tt0248654,A chronicle of the lives of a dysfunctional family who run an independent funeral home in Los Angeles.
Six Feet Under,1,4,Familia,"Jun 24, 2001",8.3,1901,"When a gang member is shot, his family requests that he is buried, but the gang's leader wants it done a different way.",https://www.imdb.com/title/tt0701991/,tt0248654,A chronicle of the lives of a dysfunctional family who run an independent funeral home in Los Angeles.
Six Feet Under,1,5,An Open Book,"Jul 1, 2001",8.4,1824,"An adult film star electrocutes to death in her bathtub, which leads to a memorial service that is anything but ordinary.",https://www.imdb.com/title/tt0701976/,tt0248654,A chronicle of the lives of a dysfunctional family who run an independent funeral home in Los Angeles.
Six Feet Under,1,6,The Room,"Jul 8, 2001",8.6,1884,"After a woman passes away in her sleep, her husband proves to be a very demanding client.",https://www.imdb.com/title/tt0702025/,tt0248654,A chronicle of the lives of a dysfunctional family who run an independent funeral home in Los Angeles.
Six Feet Under,1,7,Brotherhood,"Jul 15, 2001",8.0,1626,The family must persuade the angry brother of a war veteran who died of lung disease that his brother should receive a military-honoring burial.,https://www.imdb.com/title/tt0701979/,tt0248654,A chronicle of the lives of a dysfunctional family who run an independent funeral home in Los Angeles.
Six Feet Under,1,8,Crossroads,"Jul 22, 2001",8.2,1611,"A divorced woman meets an unfortunate end while partying with her friends, and the family discusses renting out the home to a seniors' dancing group.",https://www.imdb.com/title/tt0701982/,tt0248654,A chronicle of the lives of a dysfunctional family who run an independent funeral home in Los Angeles.
Six Feet Under,1,9,Life's Too Short,"Jul 29, 2001",8.6,1706,"A boy accidentally shoots and kills himself while playing with a gun, and his mother is nearly comatose with grief.",https://www.imdb.com/title/tt0702000/,tt0248654,A chronicle of the lives of a dysfunctional family who run an independent funeral home in Los Angeles.
Six Feet Under,1,10,The New Person,"Aug 5, 2001",8.4,1590,An egocentric husband is killed with a frying pan after his wife finally has enough of his mouth.,https://www.imdb.com/title/tt0702021/,tt0248654,A chronicle of the lives of a dysfunctional family who run an independent funeral home in Los Angeles.
