tv,season,episode_number,title,airdate,rating,total_votes,desc,encoded_title
Mob Psycho 100,1,1,Self-Proclaimed Psychic: Reigen Arataka ~And Mob~,"Oct 27, 2018",7.7,783,"Mob is a high school student in a world of psychics and happens to be the strongest esper there is, trying to fit in with the crowd and suppress his ESP abilities but when he reaches his emotional peak of 100% something terrible emerges.",tt5897304
Mob Psycho 100,1,2,Doubts About Youth ~The Telepathy Club Appears~,"Nov 3, 2018",7.7,719,The Telepathy Club wants Mob to join them to avoid being disbanded for not having enough members but Reigen wants Mob to focus on his job instead.,tt5897304
Mob Psycho 100,1,3,"An Invite to a Meeting ~Simply Put, I Just Want to Be Popular~","Nov 10, 2018",8.0,693,"During Body Improvement Club practice, Mob faints and is left in the club room to recover. The Telepathy Club comments that Mob will never be popular even if he trains his body.",tt5897304
Mob Psycho 100,1,4,Idiots Only Event ~Kin~,"Aug 2, 2016",8.1,675,"During the cold open, delinquents from Salt Middle School are in a turf war with a rival school. When the rival delinquents are unable to win, they call for their leader, Teruki ""Teru"" Hanazawa. In spite of being physically unimposing, Teru disposes of the Salt delinquents with ease.",tt5897304
Mob Psycho 100,1,5,Ochimusha ~Psychic Powers and Me~,"Aug 9, 2016",8.9,765,"Mob has promised not to use his powers ever again on humans, but a new psychic; Teru, appears. Will Mob use his powers or refuse the duel?",tt5897304
Mob Psycho 100,1,6,Discord ~To Become One~,"Aug 16, 2016",7.7,644,The president of the Telepathy Club asks Mob to help her find other espers. And a mysterious man talks to Ritsu mistaking him for his older brother Mob.,tt5897304
Mob Psycho 100,1,7,Exaltation ~I've Obtained Loss~,"Aug 23, 2016",8.0,633,Ritsu meets Dimple who teaches him how to use his new-found powers as thugs from other schools try to find and beat the one responsible for Hanazawa's defeat.,tt5897304
Mob Psycho 100,1,8,The Older Brother Bows ~Destructive Intent~,"Aug 30, 2016",8.9,749,"After Ritsu stirs up trouble with his new found psychic powers, a new psychic; Koyoma, is sent by Claw to capture him",tt5897304
Mob Psycho 100,1,9,"""Claw"" ~7th Division~","Sep 6, 2016",8.1,615,Mob and Teru leave to rescue the kidnapped kids from Claw as Ritsu and the others try to escape on their own.,tt5897304
Mob Psycho 100,1,10,The Heinous Aura ~Mastermind~,"Sep 13, 2016",8.3,612,All the Scars are sent after Mob and Teru as Ritsu and the others continue their escape.,tt5897304
Mob Psycho 100,1,11,Master ~Leader~,"Sep 20, 2016",9.2,743,The captured Mob and Ritsu reunite at last. Reigen arrives at the base and is peculiarly friendly with the guards.,tt5897304
Mob Psycho 100,1,12,Mob and Reigen ~A Giant Tsuchinoko Appears~,"Sep 27, 2016",9.3,892,"As Reigen tries to convince Mob to not use his powers against the Scars, something unexpected happens to him.",tt5897304
Mob Psycho 100,2,1,Ripped Apart ~Someone Is Watching~,"Jan 7, 2019",9.0,718,"Mob is still trying to lead an ordinary daily life, but the people around him do not allow it and try to get him out of his comfort zone with disastrous results.",tt5897304
Mob Psycho 100,2,2,Urban Legends ~Encountering Rumors~,"Jan 14, 2019",8.1,560,Reigen looks for new ways to get some money and decides that urban legends are what will take him out of poverty once and for all.,tt5897304
Mob Psycho 100,2,3,One Danger After Another ~Degeneration~,"Jan 22, 2019",8.4,565,"Reigen sets up an official homepage for his Spirits and Such Consultation Office and he immediately starts to get jobs left and right, including a middle-aged man asking Reigen to curse someone and a woman who's being haunted by a ghost. As he was listening to their problems, Mob realizes something. Why do people treat humans and spirits so differently? Meanwhile, Reigen gets another request from a group of college students that want to take a photo at a haunted location, but.",tt5897304
