tv,season,episode_number,title,airdate,rating,total_votes,desc,encoded_title
Mob Psycho 100,2,4,Inside ~Evil Spirit~,"Jan 28, 2019",8.8,577,"Reigen and Mob receive a new job. This time, their client is a wealthy man named Asagiri Masashi. He's not just rich, but super rich, so Reigen and Mob head to his mansion only to find other self-proclaimed psychics there as well. One of the psychics there happens to include the president of the Rising Sun Spiritual Union, Jodo Kirin. The job is apparently to exorcise the evil spirit that is apparently possessing his daughter, Minori.",tt5897304
Mob Psycho 100,2,5,Discord ~Choices~,"Feb 4, 2019",9.5,929,"Mob gets trapped inside a parallel world created by Mogami Keiji. Minori ends up transferring to his class, and Mob becomes the target of bullying. He can't ask anyone for help, and his negative emotions start to build inside. The truth behind the tragedy that Mogami went through when he was alive comes to light. Meanwhile, Reigen and the others were waiting for Mob to regain consciousness back at the Asagiri mansion. Dimple attempts to save Mob by infiltrating Minori's body.",tt5897304
Mob Psycho 100,2,6,"Poor, Lonely, Whitey","Feb 11, 2019",8.5,573,Reigen's loneliness pushes him to achieve even more than ever before without Mob after realising he doesn't have any friends.,tt5897304
Mob Psycho 100,2,7,Cornered ~True Identity~,"Feb 18, 2019",9.5,1004,"After splitting up with Mob, Reigen starts doing a lot of the jobs on his own. He then gets an offer to appear on a TV program. Reigen is ecstatic and accepts the offer, but this was all a trap set by Jodo Kirin, the president of the Rising Sun Spiritual Union. Jodo corners him during the live filming of the show and the fact that Reigen is a fraud comes to light. Reigen gets bashed from all sides and ends up having to hold a press conference.",tt5897304
Mob Psycho 100,2,8,Even Then ~Continue Forward~,"Feb 25, 2019",9.4,746,"The day for the annual marathon and Salt Middle School was drawing nearer. Mob proclaims that if he places in the top 10 he'll tell Tsubomi how he feels about her. Everyone around him cheers Mob on and he starts training hard every day until the day of the event. Meanwhile, Tsubomi and her friend Miki go to Reigen's Spirits and Such Consultation Office with a request. Ritsu happened to be at the office, helping out in Mob's absence, but he hears Tsubomi say something rather surprising.",tt5897304
Mob Psycho 100,2,9,Show Me What You've Got ~Band Together~,"Mar 4, 2019",8.6,534,"While The Claw makes their schemes public, Reigen forms a defense team.",tt5897304
Mob Psycho 100,2,10,Collision ~Power Type~,"Mar 11, 2019",8.9,558,"The boss of the Claw, Suzuki Toichiro barricades himself into Seasoning City Culture Tower after declaring war on the world. After instantly getting rid of the police barriers, they make their next move.",tt5897304
Mob Psycho 100,2,11,Guidance ~Psychic Sensor~,"Mar 18, 2019",9.4,690,"The total offensive of the psychics who want to defeat Claw has begun, but the Supercives are really powerful and will give them more than one problem.",tt5897304
Mob Psycho 100,2,12,The Battle for Social Rehabilitation ~Friendship~,"Mar 25, 2019",9.1,557,"Three years ago, Serizawa was troubled with about his psychic powers. One day, he was visited by the boss, Suzuki Toichiro. Serizawa ends up trusting him since he's the first person to understand what he's going through.",tt5897304
Mob Psycho 100,2,13,Boss Fight ~The Final Light~,"Apr 1, 2019",9.3,699,The conclusion of the final fight and the start and reinvigoration of numerous relationships.,tt5897304
