tv,season,episode_number,title,airdate,rating,total_votes,desc,encoded_title
Boardwalk Empire,2,5,Gimcrack and Bunkum,"Oct 23, 2011",8.8,1818,"With the Commodore's stroke, the conspirators against Nucky realize their error and begin to make bad decisions.",tt0979432
Boardwalk Empire,2,6,The Age of Reason,"Oct 30, 2011",8.1,1627,"Lucy's water breaks and labor starts; guilt overpowers Van Alden while at the hospital. Nucky's racketeering case gets sent to federal court where someone uses a New Jersey senator to pull some strings. Having reached the age of reason, Margaret's son makes his first confession, and the priest wants her to set an example; Nucky warns her not to trust the sanctity of the confessional. Owen's cheekiness seems limitless. Jimmy spots Manny's lieutenant on the boardwalk with Nucky; a series of crosses, double-crosses, and confrontations follow.",tt0979432
Boardwalk Empire,2,7,Peg of Old,"Nov 6, 2011",8.3,1663,"Margaret drives to Brooklyn to see her estranged siblings but receives a cool response, Van Alden has a new boss, and the conspiracy opts to eliminate Nucky.",tt0979432
Boardwalk Empire,2,8,Two Boats and a Lifeguard,"Nov 13, 2011",8.7,1679,"When the Feds serve Eli with a subpoena, the trauma causes his father to have a heart attack, and Nucky announces to his rivals that he's retiring.",tt0979432
Boardwalk Empire,2,9,Battle of the Century,"Nov 20, 2011",8.5,1607,"Nucky goes to Belfast and offers to trade the IRA machine guns for whiskey, Waxy Gordon plans revenge against Manny Horvitz, and Jimmy enjoys his new status as AC boss.",tt0979432
Boardwalk Empire,2,10,Georgia Peaches,"Nov 27, 2011",8.7,1719,Jimmy's supporters fail to break up Chalky's strikers and negotiations fail as Margaret thinks she can buy Emily's recovery and Manny Horvitz exacts revenge.,tt0979432
Boardwalk Empire,2,11,Under God's Power She Flourishes,"Dec 4, 2011",9.0,1978,"Jimmy's experiences at Princeton are seen in flashback, Margaret tries to deal with her guilt, and Doyle tries unsuccessfully to wheel and deal.",tt0979432
Boardwalk Empire,2,12,To the Lost,"Dec 11, 2011",9.3,2585,"Jimmy tries to make things right with Nucky, the KKK murderers get justice, and Nucky marries Margaret to avoid her testimony at his trial.",tt0979432
Boardwalk Empire,3,0,Boardwalk Empire: Season 3 New Characters (2012) (TV),,0.0,0,"Meet Gyp Rosetti (Bobby Cannavale), Billie Kent (Meg Chambers Steedle), Gaston Means (Stephen Root) and some of the other new characters popping up in Season 3 of 'Boardwalk Empire.'",tt0979432
Boardwalk Empire,3,1,Resolution,"Sep 16, 2012",8.5,1880,Season 3 premiere. Nucky makes a New Year's resolution; Margaret eyes a hospital expansion; Gillian builds a new business; Van Alden calls a gangster's bluff.,tt0979432
Boardwalk Empire,3,2,Spaghetti and Coffee,"Sep 23, 2012",8.1,1601,Nucky's relationship with Billie grows as Margaret becomes involved in women's issues at the hospital. A humbled Eli is released from jail as Gyp muscles into the operation.,tt0979432
Boardwalk Empire,3,3,Bone for Tuna,"Sep 30, 2012",8.2,1596,Gyp and his crew choke off the northbound road to New York and forces Nucky to come to an accommodation as he also tries to muscle into AC's prostitution.,tt0979432
Boardwalk Empire,3,4,Blue Bell Boy,"Oct 7, 2012",8.6,1658,"After tracking down a liquor thief, Nucky and Owen end up spending a long night hiding out from the Feds with the precocious perp. Mickey makes a routing call that will have far-reaching consequences. Capone's feud with O'Banion heats up.",tt0979432
Boardwalk Empire,3,5,You'd Be Surprised,"Oct 14, 2012",8.3,1578,"A frustrated Rothstein meets with Gyp in Tabor Heights, a paranoid Van Alden is looking over his shoulder, and Nucky goes to great length to insure success for Billie's show.",tt0979432
Boardwalk Empire,3,6,Ging Gang Goolie,"Oct 21, 2012",7.6,1512,Daugherty's men harass Nucky on trumped up charges and he forms an alliance with Esther Randolph while the rift with Margaret grows wider.,tt0979432
Boardwalk Empire,3,7,Sunday Best,"Oct 28, 2012",8.1,1543,"Easter Sunday allows for several families to share dinner"" Nucky, Margaret and the kids with Eli, Richard with the Sagorskys, and Gyp with his wife and kids.",tt0979432
Boardwalk Empire,3,8,The Pony,"Nov 4, 2012",8.7,1644,"Gillian plots revenge for Jimmy's murder, Billie gets a screen test, and Nucky approaches cabinet secretary Andrew Mellon with an offer he can't refuse.",tt0979432
Boardwalk Empire,3,9,The Milkmaid's Lot,"Nov 11, 2012",8.6,1561,Nucky is still feeling the effects of the bomb concussion as Rothstein and other allies withdraw their support while Margaret and Owen come to an understanding.,tt0979432
Boardwalk Empire,3,10,"A Man, a Plan...","Nov 18, 2012",9.1,1847,"Nucky plans to whack Joe Masseria and Gyp Rosetti, Richard stands up to Julia's abusive father, and Owen and Margaret plan to run off together.",tt0979432
Boardwalk Empire,3,11,Two Imposters,"Nov 25, 2012",9.5,2583,"After Owen's dead body is delivered in a crate and Margaret leaves him, Nucky spends the next day with a seriously wounded Eddie and Gyp's thugs trying to kill him.",tt0979432
Boardwalk Empire,3,12,Margate Sands,"Dec 2, 2012",9.4,2430,"After promising Rothstein Mellon's distillery, Masseria is persuaded to withdraw his support for Gyp, and Margaret finds an abortionist in Brooklyn.",tt0979432
Boardwalk Empire,4,1,New York Sour,"Sep 8, 2013",8.2,1749,"Nucky makes peace with Masseria and Rothstein, a dalliance causes Dunn Purnsley to murder a talent agent, and Gillian tries to wrest custody of Tommy.",tt0979432
Boardwalk Empire,4,2,Resignation,"Sep 15, 2013",8.2,1542,"Van Alden runs errands for O'Bannion and later for Capone. Dr. Valentin Narcisse, an educated, sophisticated thug wants retribution for the murder of Pastor.",tt0979432
Boardwalk Empire,4,3,Acres of Diamonds,"Sep 22, 2013",8.0,1486,"Former bootlegger associate Bill McCoy talks Nucky into partnering with a local Tampa hood, and Narcisse attempts to come between Nunn and Chalky.",tt0979432
Boardwalk Empire,4,4,All In,"Sep 29, 2013",8.5,1515,"Nucky decides not to partner with Rothstein on his Tampa operation, Narcisse recruits Dunn from Chalky, and Van Alden switches allegiance From O'Banion to Capone.",tt0979432
Boardwalk Empire,4,5,Erlkönig,"Oct 6, 2013",9.0,1732,"Agent Knox ruthlessly detains and badgers Eddie, Nucky pulls whatever strings he needs to to get his nephew off the hook, and Gillian becomes more heavily addicted.",tt0979432
Boardwalk Empire,4,6,The North Star,"Oct 13, 2013",7.8,1450,"With new partner Meyer Lansky for his Tampa operation, Nucky reacquaints himself with Sally Wheet, Eddie's death causes Knox to fall out with Hoover, and Sagorsky gets a grim diagnosis.",tt0979432
Boardwalk Empire,4,7,William Wilson,"Oct 20, 2013",7.9,1428,"Knox resents newly-appointed Hoover taking credit for his work, Roy helps Gillian kick heroin, Nucky and Eli clash over Willie, and Torrio feels that O'Banion's betrayed him.",tt0979432
Boardwalk Empire,4,8,The Old Ship of Zion,"Oct 27, 2013",8.7,1536,"Sally Wheet arrives from Florida with a crates of oranges and liquor, Knox continues to pursue criminal charges on the Thompsons, and Nucky helps reconcile Eli and Willie.",tt0979432
Boardwalk Empire,4,9,Marriage and Hunting,"Nov 3, 2013",8.6,1494,"Nucky refuses to involve himself in Chalky's growing conflict with Narcisse, Rothstein's need for cash pushes him to collect on Doyle's insurance, and Van Alden agrees to kill O'Banion.",tt0979432
Boardwalk Empire,4,10,White Horse Pike,"Nov 10, 2013",8.9,1628,"Nucky discovers that Lansky is betraying him by piggybacking heroin in his liquor trucks, Nacisse and Chalky are at total war, and Knox coerces Eli.",tt0979432
Boardwalk Empire,4,11,Havre de Grace,"Nov 17, 2013",8.4,1472,"Chalky and Daughter are on the run after a failed attempt on Nacisse and are being protected by his old mentor, and Willie officially joins the family business.",tt0979432
Boardwalk Empire,4,12,Farewell Daddy Blues,"Nov 24, 2013",9.4,2514,"Eli braces for the worst as Agent Knox launches his plan to bring Nucky down. Capone and Torrio reach an agreement in Cicero. Chalky looks to settle scores. Richard steps forward to save Tommy, at Gillian's expense.",tt0979432
Boardwalk Empire,5,1,Golden Days for Boys and Girls,"Sep 7, 2014",8.4,1735,"1931: Nucky is in Cuba attempting to set up networks for shipping into the US when the Volstead Act is lifted. Charlie makes a move on Joe Masseria. Chalky is in chains, and fights for his freedom. There are glimpses of Nucky's past.",tt0979432
Boardwalk Empire,5,2,The Good Listener,"Sep 14, 2014",8.2,1486,"Nucky's 1931 deal as a future importer of rum when Prohibition expires seems in jeopardy when the Senator loses interest, and in 1884 a young Nucky has to deal with his sister's death.",tt0979432
Boardwalk Empire,5,3,What Jesus Said,"Sep 21, 2014",8.0,1436,Nucky loses his senatorial interest in his alcohol distribution and seeks out new support. Margaret finds herself in trouble for a deal she made with Arnold Rothstein years before he died. Chalky is still on the run.,tt0979432
Boardwalk Empire,5,4,Cuanto,"Sep 28, 2014",8.6,1520,"Luciano encounters Capone in Chicago; Nucky and Margaret find common ground in Atlantic City. Meanwhile, Sally conducts business in Cuba as rumors swirl of a public uprising. In 1884, a young Nucky continues to impress the commodore.",tt0979432
Boardwalk Empire,5,5,King of Norway,"Oct 5, 2014",8.4,1454,"When fugitive Chalky comes to Nucky hunting for Narcisse, Nucky advises him against revenge and hides him. Van Alden and Eli are arrested, and an 1897 Nucky moves up with the Commodore.",tt0979432
Boardwalk Empire,5,6,Devil You Know,"Oct 12, 2014",9.0,1872,Chalky comes to an agreement with Narcisse to free Daughter Maitland. Nucky engages in alcoholic depravity. Van Alden and Eli try to steal Capone's ledgers.,tt0979432
Boardwalk Empire,5,7,Friendless Child,"Oct 19, 2014",9.1,1886,In 1897 Nucky's family tries to help the young Gillian and in 1931 his forces try to resist an ambitious Luciano.,tt0979432
Boardwalk Empire,5,8,Eldorado,"Oct 21, 2014",9.3,2801,"Nucky visits Gillian, Luciano and Lansky deal with Narcisse and young Nucky faces a turning point. In Chicago, Capone prepares to face trial and in New York Margaret becomes a stock operator a la Joe Kennedy. Scores are made and settled.",tt0979432
