tv,season,episode_number,title,airdate,rating,total_votes,episode_desc,episode_url,encoded_title,show_desc
The Haunting of Hill House,1,1,Steven Sees a Ghost,"Oct 12, 2018",8.1,8700,"While investigating a ghost story for his latest novel, a skeptical Steven receives a call from his sister that triggers a chain of fateful events.",https://www.imdb.com/title/tt7023382/,tt6763664,"Flashing between past and present, a fractured family confronts haunting memories of their old home and the terrifying events that drove them from it."
The Haunting of Hill House,1,2,The Twin Thing,"Oct 12, 2018",8.5,7700,Still wrestling with addiction -- and an unshakable fright -- a frantic Luke tries to save a friend while sensing his twin sister is in danger.,https://www.imdb.com/title/tt7578528/,tt6763664,"Flashing between past and present, a fractured family confronts haunting memories of their old home and the terrifying events that drove them from it."
The Haunting of Hill House,1,3,Touch,"Oct 12, 2018",8.6,7900,"Keenly perceptive Theo sees shades of herself in a troubled young patient, a girl who's haunted by the menacing grin of ""Mr. Smiley.""",https://www.imdb.com/title/tt7688206/,tt6763664,"Flashing between past and present, a fractured family confronts haunting memories of their old home and the terrifying events that drove them from it."
The Haunting of Hill House,1,4,Open Casket,"Oct 12, 2018",7.9,7800,"A devastating family tragedy stirs memories of traumatic losses, reminding Shirley of her first brush with death -- and awakening long-dormant fears.",https://www.imdb.com/title/tt7815916/,tt6763664,"Flashing between past and present, a fractured family confronts haunting memories of their old home and the terrifying events that drove them from it."
The Haunting of Hill House,1,5,The Bent-Neck Lady,"Oct 12, 2018",9.5,13000,"A dark specter with an unsettling silhouette has haunted Nell since she was a girl. Now ""the Bent-Neck Lady"" is back -- and she's calling Nell home.",https://www.imdb.com/title/tt7958030/,tt6763664,"Flashing between past and present, a fractured family confronts haunting memories of their old home and the terrifying events that drove them from it."
The Haunting of Hill House,1,6,Two Storms,"Oct 12, 2018",9.3,11000,"It's a reunion for all the wrong reasons when Hugh flies in for the funeral, coming face to face with his estranged children on a dark, stormy night.",https://www.imdb.com/title/tt8160066/,tt6763664,"Flashing between past and present, a fractured family confronts haunting memories of their old home and the terrifying events that drove them from it."
The Haunting of Hill House,1,7,Eulogy,"Oct 12, 2018",8.3,6800,"As the Crains gather to say their final goodbyes, a flashback reveals Mr. Dudley's connection to the house -- and exposes a secret in the walls.",https://www.imdb.com/title/tt8160068/,tt6763664,"Flashing between past and present, a fractured family confronts haunting memories of their old home and the terrifying events that drove them from it."
The Haunting of Hill House,1,8,Witness Marks,"Oct 12, 2018",8.8,7100,"A familiar terror revisits Shirley and Theo on Halloween night as Hugh and Steve go looking for Luke, who disappeared on a deadly errand.",https://www.imdb.com/title/tt8160070/,tt6763664,"Flashing between past and present, a fractured family confronts haunting memories of their old home and the terrifying events that drove them from it."
The Haunting of Hill House,1,9,Screaming Meemies,"Oct 12, 2018",8.8,7100,"While struggling to discern dreams from reality, Olivia fears for her children's safety, a motherly instinct Mrs. Dudley urges her to embrace.",https://www.imdb.com/title/tt8160072/,tt6763664,"Flashing between past and present, a fractured family confronts haunting memories of their old home and the terrifying events that drove them from it."
The Haunting of Hill House,1,10,Silence Lay Steadily,"Oct 12, 2018",8.5,7900,"The Red Room's contents are finally revealed as the Crains return to the house to confront old ghosts, unspeakable secrets and an insatiable evil.",https://www.imdb.com/title/tt8160076/,tt6763664,"Flashing between past and present, a fractured family confronts haunting memories of their old home and the terrifying events that drove them from it."
