tv,season,episode_number,title,airdate,rating,total_votes,desc,encoded_title
Fleabag,1,1,Episode #1.1,"Sep 16, 2016",7.8,3999,"Angry, pervy, outrageous and hilarious Fleabag arrives with a bang, as she spins through the city grasping at anyone and anything that might keep her head above water.",tt5687612
Fleabag,1,2,Episode #1.2,"Sep 16, 2016",7.8,3440,Fleabag attempts to rekindle romantic fires to distract her from the mayhem of her life.,tt5687612
Fleabag,1,3,Episode #1.3,"Sep 16, 2016",7.7,3233,"Fleabag helps her inappropriate brother-in-law buy a present for Claire, who is organising her own surprise birthday party. Fleabag reconnects with a toothy friend.",tt5687612
Fleabag,1,4,Episode #1.4,"Sep 16, 2016",8.2,3247,"Fleabag and her sister visit a female-only silent retreat, courtesy of their father. Their enforced silence is interrupted by an unusual neighbouring weekend workshop",tt5687612
Fleabag,1,5,Episode #1.5,"Sep 16, 2016",8.3,3169,"On the anniversary of her mother's death, Fleabag and Claire return to their family home for the annual memorial lunch.",tt5687612
Fleabag,1,6,Episode #1.6,"Sep 16, 2016",8.9,3557,Fleabag faces up to her actions and reveals what happened to her beloved friend Boo.,tt5687612
Fleabag,2,1,Episode #2.1,"May 17, 2019",9.3,4680,"Fleabag has to attend an uncomfortable family dinner to celebrate the engagement of Godmother and Dad. Fleabag is intrigued by Godmother's new Priest, but the evening ends with old tensions bubbling to the surface.",tt5687612
Fleabag,2,2,Episode #2.2,"May 17, 2019",8.5,3213,"Counselling extracts an uncomfortable truth from Fleabag, she finds herself somewhere unexpected. A chat with Claire reveals unwelcome news, Fleabag and Martin face off, Jake wonders where Claire is.",tt5687612
Fleabag,2,3,Episode #2.3,"May 17, 2019",9.0,3468,"Fleabag helps with an event at Claire's work which inevitably ends in disaster, but an introduction to Claire's colleague proves intriguing. A chance meeting with a stranger opens her eyes.",tt5687612
Fleabag,2,4,Episode #2.4,"May 17, 2019",9.0,3517,"After a day spent looking back on painful memories, Fleabag turns to The Priest for solace, but finds more trouble.",tt5687612
Fleabag,2,5,Episode #2.5,"May 17, 2019",8.8,3147,"The day after a boozy date, Fleabag helps her sister cope with a crisis, while the Priest has an announcement that shocks the family.",tt5687612
Fleabag,2,6,Episode #2.6,"May 17, 2019",9.4,4438,"As the wedding draws nearer, the relationship between Fleabag and the Priest becomes more intense - but how will it be resolved?",tt5687612
