tv,season,episode_number,title,airdate,rating,total_votes,desc,encoded_title
Battlestar Galactica,2,4,Resistance,"Aug 5, 2005",8.1,1709,"Tigh's decision to impose martial law is protested in the fleet as well as on Galactica. On Caprica, Helo and Starbuck meet other humans.",tt0407362
Battlestar Galactica,2,5,The Farm,"Aug 12, 2005",7.8,1720,Starbuck finds herself wounded in a hospital on Caprica where she is suspicious about her doctor. President Roslin makes an appeal to the fleet to follow her to Kobol.,tt0407362
Battlestar Galactica,2,6,Home: Part 1,"Aug 19, 2005",8.1,1715,"Starbuck, Helo and Boomer bring back the Arrow of Apollo, but Boomer doesn't seem welcome. Commander Adama wants to keep the fleet divided and appoints a new CAG.",tt0407362
Battlestar Galactica,2,7,Home: Part 2,"Aug 26, 2005",8.4,1767,"While Commander Adama tries to join Roslin's team on Kobol, Dr. Baltar's Number Six tells him he's crazy.",tt0407362
Battlestar Galactica,2,8,Final Cut,"Sep 9, 2005",7.8,1800,"Journalist D'Anna Biers is making an item on the Gideon incident, when she's asked by Adama and Roslin to film daily life on Galactica.",tt0407362
Battlestar Galactica,2,9,Flight of the Phoenix,"Sep 16, 2005",8.3,1732,"While Tyrol decides to start building a new fighter, the Cylon virus is rearing its ugly head again. Boomer says it means a large Cylon attack is imminent.",tt0407362
Battlestar Galactica,2,10,Pegasus,"Sep 23, 2005",9.1,2187,"Gallactica meets Pegasus, and Adama's command is threatened when the captain of Pegasus outranks him. A joyous celebration turns sour at some of the secrets emerging out of the differences of the two crews, and Baltar meets a familiar Cylon prisoner aboard Pegasus.",tt0407362
Battlestar Galactica,2,11,Resurrection Ship: Part 1,"Jan 6, 2006",8.8,1909,"Adama and Cain find common ground when Starbuck returns with footage of the Cylon ship. Roslin negotiates a temporary truce, while Starbuck plans an attack.",tt0407362
Battlestar Galactica,2,12,Resurrection Ship: Part 2,"Jan 13, 2006",9.0,1985,"Galactica and Pegasus are preparing for the assault on the Cylon Resurrection ship. While Starbuck discusses Adama's plan to kill Cain with Apollo, Colonel Fisk stops Pegasus' crew members beating up Helo and Tyrol. He dispatches his marines on Galactica to execute Cain's plan to kill Adama. Apollo seems to dislike his father's plan and hears him out before he sets off in the blackbird to destroy the FTL-drive of the Resurrection ship. It goes wrong for him. Meanwhile Dr. Baltar is trying to take care of the Number Six on Pegasus. He seems to have feelings for her, ...",tt0407362
Battlestar Galactica,2,13,Epiphanies,"Jan 20, 2006",7.6,1660,"President Roslin, who is about to die, believes Sharon's baby is dangerous and orders it must die. Meanwhile, a terrorist group inside the fleet starts to ask for a peace negotiation with the cylons.",tt0407362
Battlestar Galactica,2,14,Black Market,"Jan 27, 2006",6.5,1904,"Apollo investigates the murder of one of the crew and falls for a young prostitute, whom he vows to save from the rogue ship dealing with the Black Market. As well as confronting the bad guys, Apollo has to confront some past mistakes.",tt0407362
Battlestar Galactica,2,15,Scar,"Feb 3, 2006",7.4,1825,This is an episode about loss. Kat and Starbuck confront each other about their piloting skills and each vow to kill Scar (a Cylon spaceship) before the other.,tt0407362
Battlestar Galactica,2,16,Sacrifice,"Feb 10, 2006",7.1,1702,A terrorist attacks and holds several key people hostage and threatens to murder them unless she is given the Cylon prisoner.,tt0407362
Battlestar Galactica,2,17,The Captain's Hand,"Feb 17, 2006",7.7,1654,Two of Pegasus' raptors go missing after a suspicious distress call. President Roslin must make a decision on abortion that could hurt her political career.,tt0407362
Battlestar Galactica,2,18,Downloaded,"Feb 24, 2006",8.5,1840,"The Cylon baby is finally born, leading to some political decisions being made. Meanwhile, the Cylons on Caprica contemplate life and humans when they meet up with a certain human from a previous episode. This story explores the Cylon world.",tt0407362
Battlestar Galactica,2,19,Lay Down Your Burdens: Part 1,"Mar 3, 2006",8.1,1647,"While Dr. Baltar is behind in the polls for the election and tries desperately to turn things around, Starbuck is planning a mission to rescue Anders from Caprica.",tt0407362
Battlestar Galactica,2,20,Lay Down Your Burdens: Part 2,"Mar 10, 2006",8.8,1889,"The group on Caprica is under fire by the Cylons, but suddenly they stop. With only one ship's votes to be counted, Roslin is way behind in the elections.",tt0407362
Battlestar Galactica,3,1,Occupation/Precipice,"Oct 6, 2006",8.3,1966,"The Cylons have now been in control of New Caprica for over four months. Gaius Baltar is under their collective thumbs and essentially follows their orders. There is a resistance who set off bombs and do their best to disrupt Cylon activity. Col. Tigh is in prison and despite extensive torture, including the loss of an eye, has told them nothing. His wife Ellen will do anything to secure his release and is soon in a sexual relationship with one of the Cylons, John Cavil. There are mixed feelings among the survivors. Some feel the random acts of violence against their ...",tt0407362
Battlestar Galactica,3,2,Occupation/Precipice,"Oct 6, 2006",8.3,1768,"As a result of the most recent suicide bombings, some of the Cylons are now arguing that they need to retaliate. Laura Roslin, among others, is in custody and Gaius Baltar tries to get her to cooperate. Tigh however absolutely refuses to stop the suicide bombings. Nighttime raids also leads to Cally's arrest but they leave her baby alone. Sharon Valerii sees what she can do about it. John Cavil meanwhile tells Ellen Tigh she is to provide the date and location of the next meeting of the resistance commanders. Leoben Conoy is still holding Starbuck prisoner but ...",tt0407362
Battlestar Galactica,3,3,Exodus: Part 1,"Oct 13, 2006",8.3,1757,The secret source in the administration has provided Tyrol with a list of all humans scheduled for extermination. Tyrol's wife Cally is on the list and he sets off to rescue her. Sharon Agathon has made it safely to the planet but they are ambushed by Cylons lying in wait. They realize they were betrayed and Anders finds damning evidence that points to the identity of the traitor. D'Anna Biers has been having strange dreams of late and an oracle tells her that the child Hera is alive and she will hold her in her arms. Roslin meanwhile assigns a squad of men to protect...,tt0407362
Battlestar Galactica,3,4,Exodus: Part 2,"Oct 20, 2006",9.2,2389,"The attack to rescue everyone on New Caprica begins. The Galactica encounters four rather than the expected two Cylon Basestars. The end appears in sight but they get help from a welcome but unexpected source. On the planet below, Tyrol and Anders lead the attack to free everyone from the prison. Anders finds Starbuck but she won't leave without Kacey. Her successful return to the Galactica results in mixed emotions. Colonel Tigh must decide what to do about his wife Ellen after she admits to giving the rendezvous coordinates to the Cylons. Hera doesn't make it off ...",tt0407362
Battlestar Galactica,3,5,Collaborators,"Oct 27, 2006",8.2,1681,"Now safely back in the fleet, those who managed to escape from New Caprica are seeking revenge against those they believe collaborated with the Cylons. Six of them, including Chief Tyrol and Col. Tigh, have formed the Circle and are acting as judge, jury and executioner. Those found guilty are blown out of an airlock. Lee Adama has noted that in the three days since everyone was reunited, 13 people have simply disappeared without a trace. The morale aboard the Galactica is not good with perceived collaborators being shunned by the others. Among those in that situation...",tt0407362
Battlestar Galactica,3,6,Torn,"Nov 3, 2006",7.9,1639,"Baltar learns from Caprica Six of their ability to project themselves and imagine different surroundings which leads him to wonder if he too is a Cylon. He has told the Cylons what he knows about the location of Earth and they dispatch a Basestar to investigate. In the end, the survey ship is infected with a virus killing everyone aboard. Aboard the Galactica, Lt. Gaeta has been reviewing Baltar's work in deciphering the map they recovered on Kobol. He too thinks he knows what it all means. Of greater concern however is the wedge between those who stayed with the ...",tt0407362
Battlestar Galactica,3,7,A Measure of Salvation,"Nov 10, 2006",7.7,1611,"When a group of ill Cylons from the infected Basestar is brought to Galactica, Lee discovers a way to solve the Cylon problem forever - by destroying the whole Cylon race. Meanwhile, D'anna's acts to discover if Baltar is reliable will forge an unusual relationship.",tt0407362
Battlestar Galactica,3,8,Hero,"Nov 17, 2006",7.4,1631,A figure from Adama's past returns to haunt him. His return raises questions about why the Cylons launched their initial attack against the Twelve Colonies.,tt0407362
Battlestar Galactica,3,9,Unfinished Business,"Dec 1, 2006",7.6,2107,"A look at the events that took place during the year-long gap from the storyline in the Season Two finale. The story reveals the reasons for the rift between Kara (""Starbuck"") and Lee (""Apollo"").",tt0407362
Battlestar Galactica,3,10,The Passage,"Dec 8, 2006",7.6,1637,The Colonial fleet makes a harrowing journey. Kat plays a vital role in the success or failure of the passage.,tt0407362
Battlestar Galactica,3,11,The Eye of Jupiter,"Dec 15, 2006",8.2,1599,The crew of Galactica makes a stop at the barren Algae planet.,tt0407362
Battlestar Galactica,3,12,Rapture,"Jan 21, 2007",8.3,1612,"The Cylons descend upon the re-supply mission as the Chief races to decipher the markings in the temple believed to hold The Eye of Jupiter, a sacred icon that is believed to contain a map to Earth.",tt0407362
Battlestar Galactica,3,13,Taking a Break from All Your Worries,"Jan 28, 2007",7.7,1571,"Baltar plays a game of cat and mouse with Adama and the President, thinking they will kill him once they've gotten out of him what they want to know. Lee deals with his feelings for Kara, while struggling to hang on to his marriage.",tt0407362
Battlestar Galactica,3,14,The Woman King,"Feb 11, 2007",7.1,1660,"When a group of refugees board Galactica with a curable illness, it becomes very mysterious when they begin to die after taking the injection they do not believe in.",tt0407362
Battlestar Galactica,3,15,A Day in the Life,"Feb 18, 2007",7.0,1599,"The Chief and his wife get trapped in an airlock on a routine maintenance job, while the Admiral copes with his wedding anniversary and the memories of his ex-wife.",tt0407362
Battlestar Galactica,3,16,Dirty Hands,"Feb 25, 2007",7.6,1609,"When the head of the fuel production plant holds the fleet hostage by providing unsafe fuel, he's arrested for treason, which results in the Chief sent to the ship and held responsible for getting the plant back up and running.",tt0407362
Battlestar Galactica,3,17,Maelstrom,"Mar 4, 2007",8.0,1767,The Admiral is forced to make the decision of whether to ground Kara Thrace when she begins to show signs of an oncoming nervous breakdown.,tt0407362
Battlestar Galactica,3,18,The Son Also Rises,"Mar 11, 2007",7.7,1565,"Besides having to deal with the loss of Kara Thrace, the crew of the Galactica is also charged with the security surrounding the trial of Dr. Baltar and his defense attorney, who is replacing one lawyer that has already been killed.",tt0407362
Battlestar Galactica,3,19,Crossroads: Part 1,"Mar 18, 2007",8.4,1692,"Baltar goes on trial for his life, and it affects everyone from Lee on up to the president.",tt0407362
Battlestar Galactica,3,20,Crossroads: Part 2,"Mar 25, 2007",9.2,2673,Coincidences creates new alliances aboard Galactica.,tt0407362
Battlestar Galactica,4,1,He That Believeth in Me,"Apr 4, 2008",8.5,1753,"During a seemingly hopeless battle, Kara Thrace appears in a pristine Viper, claiming that she has been to Earth and can lead the Fleet there -- but the terminal Laura Roslin believes otherwise. Meanwhile, four of the so-called Final Five are forced to tackle the repercussions of their newfound nature, while Gaius Baltar discovers he has a commune of nubile female cultists who believe him to be an agent of the ""one true God"".",tt0407362
Battlestar Galactica,4,2,Six of One,"Apr 11, 2008",8.1,1491,"Starbuck (Katee Sackhoff) and Laura Roslin (Mary McDonnell) face off with a gun between them, Lee Adama (Jamie Bamber) says goodbye to the Galactica, violent conflict breaks out between the seven models aboard Cylon Basestar, and Gaius Baltar (James Callis) is directly pulled into the ""Final Five"" situation.",tt0407362
Battlestar Galactica,4,3,The Ties That Bind,"Apr 18, 2008",8.0,1499,"The aftermath of a coup among the Cylons leads to further violence, Lee finds himself facing off against Roslin during his first meeting with the Quorum of Twelve as the new representative of Caprica, and Cally discovers the horrible truth about her husband Galen Tyrol. Meanwhile, Starbuck aimlessly searches for Earth with Anders and other Galactica officers.",tt0407362
Battlestar Galactica,4,4,Escape Velocity,"Apr 25, 2008",7.5,1432,"Gaius Baltar causes intense unrest within the fleet when he begins to openly promote belief in the Cylon god. Colonel Tigh, Galen Tyrol, and Tory Foster argue over how far they should go to ensure their secret is not revealed.",tt0407362
Battlestar Galactica,4,5,The Road Less Traveled,"May 2, 2008",7.6,1399,"When a Heavy-Raider manned by Leoben Conoy docks aboard the Demetrius, confrontations form between the crew over the possibility of a truce with Cylon rebels, while Starbuck puts her trust in an old enemy.",tt0407362
Battlestar Galactica,4,6,Faith,"May 9, 2008",8.1,1468,"A vicious injury ends the mutiny attempt aboard the Demetrius, Kara leads her crew to the Cylon rebel's Basestar, and Roslin begins to understand Gaius Baltar's appeal to his followers. Meanwhile, Anders attempts to secretly find answers to his purpose as a member of the Final Five.",tt0407362
Battlestar Galactica,4,7,Guess What's Coming to Dinner,"May 16, 2008",8.6,1573,"A shaky alliance between the Colonial Fleet and Cylon rebels is put to the test when the two groups combine efforts to take out a Cylon ""Resurrection Hub"". Meanwhile, Athena loses control when Hera becomes unnaturally drawn to Natalie.",tt0407362
Battlestar Galactica,4,8,Sine Qua Non,"May 30, 2008",7.7,1410,President Roslin's abduction by the Cylon Hybrid triggers a bitter power struggle within the Colonial Fleet.,tt0407362
Battlestar Galactica,4,9,The Hub,"Jun 6, 2008",8.7,1534,"The Hybrid keeps jumping the basestar, and Roslin has visions. The three, D'Anna, is un-boxed. Humans and Cylons engage in a battle to destroy the Resurrection Hub. Baltar is badly wounded and Roslin has to decide whether or not to help him.",tt0407362
Battlestar Galactica,4,10,Revelations,"Jun 13, 2008",9.2,1930,"D'Anna demands that the four Cylons in the fleet be sent to the basestar. Only Tory goes, while the remaining three are suddenly drawn to Kara's Viper by the music. The route to Earth is finally found.",tt0407362
Battlestar Galactica,4,11,Sometimes a Great Notion,"Jan 16, 2009",8.8,1707,"Scouting the planet reveals that there is no life except plants. The destruction occurred about 2,000 years earlier. Among the ruins, skeletons and wrecks of a different kind of Centurions are found. But closer examination of the skeletons reveals they are Cylon! Could the 13th Tribe really have been all Cylons? Chief Tyrol, Colonel Tigh, Sam Anders and Tory remember living on the planet and dying there. How did they get to the colonies? Starbuck finds a piece of her Viper, and despite Leoben's warnings, starts to look for the cockpit... Roslin loses her faith in the ...",tt0407362
Battlestar Galactica,4,12,A Disquiet Follows My Soul,"Jan 23, 2009",7.8,1416,"Adama considers Saul and Tyrol's suggestion that the Fleet should integrate Cylon jump technology since it will triple the distance they will be able to cover before they run out of fuel. But the Cylon's condition is that they will be allowed to join the Fleet, for safety against Cavil, who's still out there. Ultimately, the decision is up to President Roslin, but Zarek calls the Quorum and gets them to carry the motion that no Cylon be allowed aboard any Colonial vessel unless permitted by the ship's captain. Tyrol learns from Dr. Cottle that Cally had their child ...",tt0407362
Battlestar Galactica,4,13,The Oath,"Jan 30, 2009",9.1,1813,"The Fleet refuses to cooperate with Cylon engineers and Adama decides to put an end to it. He sends the Quorum a message stating that unless they wish to join Zarek in the cell, they get their people in line. However, Gaeta has already freed Zarek with the help of other would-be-revolutionists. They allow Zarek to leave Galactica on a raptor. He lands on Colonial One and enters a gathering of the Quorum. Meanwhile, Anders gets ambushed and captured. At the CIC, Gaeta cleverly manipulates everyone else until the time is at hand for the revolution to begin.",tt0407362
Battlestar Galactica,4,14,Blood on the Scales,"Feb 6, 2009",9.2,1965,"Roslin is on board a raptor en route to the Rebel Cylon Base Star, but Gaeta has ordered to engage and destroy it. The marines have used a stun grenade on Adama and Tigh. Roslin manages to get a wireless transmission out for everyone to hear and learn what Gaeta has done. She and the others barely make it to the Base Star, where she convinces Tory and the other Cylons to use the Fleet as a cover in order to prevent Gaeta from attacking it. She also believes that Adama will be able to save the rest of the Final Four. Temporarily safe, the Rebel Cylons start voting on ...",tt0407362
Battlestar Galactica,4,15,No Exit,"Feb 13, 2009",8.5,1531,"Eighteen months ago: Saul poisons Ellen, who then finds herself downloaded into a new body aboard a Cylon Base Star, with a single Centaurion keeping watch over her. After the initial shock, she has a revelation as she remembers things she had forgotten. Present Day: Dr. Cottle is operating on Anders, who has a bullet lodged in his brain. Anders starts to remember things he had forgotten. Eighteen months ago: Cavil comes to see Ellen, who calls him John, because that's his ""real"" name. Cavil says he hates that name. John was the first Cylon model *Ellen* created. She ...",tt0407362
Battlestar Galactica,4,16,Deadlock,"Feb 20, 2009",7.5,1389,"Ellen and Boomer travel to the Galactica. Saul is entranced at the sight of his wife while Adama puts Boomer in the brig. Ellen is not so pleased when she learns that Caprica Six is pregnant by Saul. Her interference and jealousy leads Six to have a miscarriage. Sam Anders survived the operation but now seems to be brain dead. Ellen is disappointed that the Final Five cannot be completely reunited. By majority vote, the Five agree that they will go off on their own, leaving the Colonial Fleet behind. Adama has agreed to have the cracks in the Galactica's hull repaired...",tt0407362
Battlestar Galactica,4,17,Someone to Watch Over Me,"Feb 27, 2009",8.3,1596,"Kara meets a pianist who reminds her of her father. She tries to play a melody she remembers from her childhood, and a drawing made by Hera helps her. Meanwhile, Boomer is to be tried for treason. Tyrol takes her side, and helps her escape.",tt0407362
Battlestar Galactica,4,18,Islanded in a Stream of Stars,"Mar 6, 2009",7.9,1373,"With Hera now likely in the hands of John Cavil, Admiral Adama sends out search teams to locate The Colony, the Cylon home world if you will, that Ellen Tigh says is the only place she imagines she could be. Adama reluctantly comes to the conclusion that the Galactica has reached the end of its days. He orders all repair activities halted and decides to strip the ship and share everything that is salvageable with the rest of the fleet. Starbuck meanwhile shares with Gaius Baltar what she found on the uninhabitable Earth. He subsequently - and quite publicly - ...",tt0407362
Battlestar Galactica,4,19,Daybreak: Part 1,"Mar 13, 2009",8.5,1733,"The Colony is located sitting on the edge of a black hole with only one point of entry in what is a very large debris field. Knowing that the Galactica has reached the end of the line, Admiral Adama asks for volunteers to mount a raid on the Cylon base, realizing it may be the ship's last jump. In flashbacks prior to the Cylon invasion, key moments in the lives of several of the crew are presented. These include include the first time Kara Thrace and Lee Adama meet; Admiral Adama's struggle with his decision to retire from the colonial fleet; Gaius Baltar's ...",tt0407362
Battlestar Galactica,4,20,Daybreak: Part 2,"Mar 20, 2009",9.0,2958,"A stripped down Galactica attacks the Cylon's Colony ship in the hopes of rescuing Hera. The meaning of the shared dream in the Opera House on Kobol is revealed. Sam Anders is moved in his Hybrid tank to the CIC in the hopes that he will be able to assist the combatants. Their mission complete, Admiral Adama orders Starbuck to pick a destination - any destination - to which the ship can jump to get out of there. With that, the meaning of the tune and the musical notes are explained. Having successfully jumped, the old Galactica has truly reached the end of it's life. ...",tt0407362
Battlestar Galactica,4,21,Daybreak: Part 3,"Mar 25, 2009",8.7,358,"As conflicts reach a climax, Cylons and humans face a stark choice.",tt0407362
