tv,season,episode_number,title,airdate,rating,total_votes,episode_desc,episode_url,encoded_title,show_desc
The Shield,1,1,Pilot,"Mar 12, 2002",8.5,2884,"While Dutch and Claudette investigate the murder of Nancy Reborg, they discover that her daughter is missing and has been sold by her addict father to a child molester. David tries to crack corruption in the Barn by recruiting Terry to help him take down Vic.",https://www.imdb.com/title/tt0699523/,tt0286486,Follows the lives and cases of a dirty Los Angeles Police Department cop and the unit under his command.
The Shield,1,2,Our Gang,"Mar 19, 2002",7.9,2363,"Following the shooting death of a police department informant, Aceveda turns up the heat in the investigation of Mackey and his Strike Team.",https://www.imdb.com/title/tt0699520/,tt0286486,Follows the lives and cases of a dirty Los Angeles Police Department cop and the unit under his command.
The Shield,1,3,The Spread,"Mar 26, 2002",7.6,2278,"It's warrant sweep day at the Barn. Vic and the Strike Team discover visiting NBA superstar Derrick Tripp hanging out with his ""homies"" before the evening game with the Lakers. Vic decides to do his part for the home team by keeping Tripp as a ""friendly hostage"". One of Vic's street informants, Connie, approaches him after having been roughed up by a new john. Vic hands off the case to Claudette and Dutch, who is convinced they're on the trail of a serial killer. Dutch's theories are proved wrong when he and Claudette ultimately discover that their perp is not a ...",https://www.imdb.com/title/tt0699538/,tt0286486,Follows the lives and cases of a dirty Los Angeles Police Department cop and the unit under his command.
The Shield,1,4,Dawg Days,"Apr 2, 2002",7.8,2218,"A dispute over an up-and-coming singer's success erupts in a gang war that threatens to bring Vic down, too; a case that could help Aceveda's political future sends Dutch and Claudette searching for a missing day laborer.",https://www.imdb.com/title/tt0699499/,tt0286486,Follows the lives and cases of a dirty Los Angeles Police Department cop and the unit under his command.
The Shield,1,5,Blowback,"Apr 9, 2002",8.4,2242,Mackey must recover the stolen evidence from a drug bust before Aceveda is able to pin the theft on him.,https://www.imdb.com/title/tt0699488/,tt0286486,Follows the lives and cases of a dirty Los Angeles Police Department cop and the unit under his command.
The Shield,1,6,Cherrypoppers,"Apr 16, 2002",8.3,2141,"As Dutch's theory about a serial killer preying on prostitutes proves true, he convinces Aceveda to launch an all out effort to find him before he strikes again; Julien decides to bring down Vic for stealing drugs.",https://www.imdb.com/title/tt0699493/,tt0286486,Follows the lives and cases of a dirty Los Angeles Police Department cop and the unit under his command.
The Shield,1,7,Pay in Pain,"Apr 23, 2002",8.0,2080,The murder of seven gang members has Vic be teamed with a Latino detective assigned to crack the case.,https://www.imdb.com/title/tt0699522/,tt0286486,Follows the lives and cases of a dirty Los Angeles Police Department cop and the unit under his command.
The Shield,1,8,Cupid & Psycho,"Apr 30, 2002",8.0,2117,"As the Strike Team is reassigned pending the investigation in the theft of evidence, Vic teams with Claudette in order to keep some deadly drugs off the street.",https://www.imdb.com/title/tt0699497/,tt0286486,Follows the lives and cases of a dirty Los Angeles Police Department cop and the unit under his command.
The Shield,1,9,Throwaway,"May 7, 2002",7.8,2066,Lemonhead sets out to make things right following his shooting of an unarmed man.,https://www.imdb.com/title/tt0699539/,tt0286486,Follows the lives and cases of a dirty Los Angeles Police Department cop and the unit under his command.
The Shield,1,10,Dragonchasers,"May 14, 2002",8.6,2233,"As Dutch uncovers a lead to the serial killer, a reporter questions force Aceveda to explain problems he thought were buried far in the past.",https://www.imdb.com/title/tt0699504/,tt0286486,Follows the lives and cases of a dirty Los Angeles Police Department cop and the unit under his command.
The Shield,1,11,Carnivores,"May 21, 2002",8.0,2031,A confrontation between a local drug dealer and Black Muslims places Vic in danger of being exposed.,https://www.imdb.com/title/tt0699491/,tt0286486,Follows the lives and cases of a dirty Los Angeles Police Department cop and the unit under his command.
The Shield,1,12,Two Days of Blood,"May 28, 2002",8.1,2120,"As a deployment policy leads to a double homicide that places Aceveda in the hot seat with potential voters, Vic is forced to help Gilroy avoid being implicated in a hit and run.",https://www.imdb.com/title/tt0699541/,tt0286486,Follows the lives and cases of a dirty Los Angeles Police Department cop and the unit under his command.
The Shield,1,13,Circles,"Jun 4, 2002",8.8,2147,"As cop killings strike Farmington, Aceveda is caught between two corrupt cops looking to save their own skins.",https://www.imdb.com/title/tt0699494/,tt0286486,Follows the lives and cases of a dirty Los Angeles Police Department cop and the unit under his command.
The Shield,2,1,The Quick Fix,"Jan 7, 2003",8.1,2121,"As Captain Aceveda tries to fend off a city council investigation, Vic looks to stop a pair of brutal drug lords from moving into Farmington.",https://www.imdb.com/title/tt0699537/,tt0286486,Follows the lives and cases of a dirty Los Angeles Police Department cop and the unit under his command.
The Shield,2,2,Dead Soldiers,"Jan 14, 2003",8.6,2070,An arson attack on a local drug dealer threatens to expose Vic's protection racket.,https://www.imdb.com/title/tt0699501/,tt0286486,Follows the lives and cases of a dirty Los Angeles Police Department cop and the unit under his command.
The Shield,2,3,Partners,"Jan 21, 2003",8.1,2031,An amputated arm sends Dutch in search of a sadomasochistic killer; Vic sets out to help his old mentor on the force get revenge against the thug whose complaint forced him into retirement.,https://www.imdb.com/title/tt0699521/,tt0286486,Follows the lives and cases of a dirty Los Angeles Police Department cop and the unit under his command.
The Shield,2,4,Carte Blanche,"Jan 29, 2003",8.1,1963,A murder investigation leads Vic to a massive money-laundering scheme.,https://www.imdb.com/title/tt0699492/,tt0286486,Follows the lives and cases of a dirty Los Angeles Police Department cop and the unit under his command.
The Shield,2,5,Greenlit,"Feb 4, 2003",8.1,1987,Elementary school drug dealing prompts Vic to redouble his efforts to bring down a ruthless new supplier.,https://www.imdb.com/title/tt0699509/,tt0286486,Follows the lives and cases of a dirty Los Angeles Police Department cop and the unit under his command.
The Shield,2,6,Homewrecker,"Feb 11, 2003",8.1,1963,The Barn mobilizes to investigate a murderous rampage at a battered women's shelter.,https://www.imdb.com/title/tt0699510/,tt0286486,Follows the lives and cases of a dirty Los Angeles Police Department cop and the unit under his command.
The Shield,2,7,Barnstormers,"Feb 18, 2003",8.0,1943,"As a new murder investigation exposes Dutch's crisis of confidence, Vic sets out to stop the abuse of a neighbor by her violent boyfriend.",https://www.imdb.com/title/tt0699486/,tt0286486,Follows the lives and cases of a dirty Los Angeles Police Department cop and the unit under his command.
The Shield,2,8,Scar Tissue,"Feb 25, 2003",8.3,1993,Vic and the Strike team set their sights on taking Armadillo off the streets for good.,https://www.imdb.com/title/tt0699529/,tt0286486,Follows the lives and cases of a dirty Los Angeles Police Department cop and the unit under his command.
The Shield,2,9,Co-Pilot,"Mar 4, 2003",7.5,1974,"In a look back at the Barn's early days, Vic struggles to secure his hold on the Strike Team command, while Dutch is faced with choosing between a veteran detective and Claudette.",https://www.imdb.com/title/tt0699500/,tt0286486,Follows the lives and cases of a dirty Los Angeles Police Department cop and the unit under his command.
The Shield,2,10,Coyotes,"Mar 11, 2003",8.0,1906,The leak of the auditor's report jeopardizes the futures of everyone at the Farm.,https://www.imdb.com/title/tt0699495/,tt0286486,Follows the lives and cases of a dirty Los Angeles Police Department cop and the unit under his command.
The Shield,2,11,Inferno,"Mar 18, 2003",8.1,1907,Vic mobilizes the Strike Team to help Aceveda's election campaign; Dutch and Claudette suspect a teenaged girl is lying about the rape accusation she's made against her employer.,https://www.imdb.com/title/tt0699512/,tt0286486,Follows the lives and cases of a dirty Los Angeles Police Department cop and the unit under his command.
The Shield,2,12,Breakpoint,"Mar 25, 2003",8.1,1955,"As his own life starts crumbling around him, Vic pitches in to help Dutch in the search for a deadly pedophile.",https://www.imdb.com/title/tt0699490/,tt0286486,Follows the lives and cases of a dirty Los Angeles Police Department cop and the unit under his command.
The Shield,2,13,Dominoes Falling,"Apr 1, 2003",8.7,2029,"As he struggles to keep his job, Vic pushes ahead with a new plan to hijack a mob money shipment.",https://www.imdb.com/title/tt0699503/,tt0286486,Follows the lives and cases of a dirty Los Angeles Police Department cop and the unit under his command.
The Shield,3,1,Playing Tight,"Mar 9, 2004",8.2,1975,"Vic sets out to stop stolen military weapons from fueling a gang war, unaware that it threatens to expose him as the mastermind behind the theft of the Armenian mob's laundered money.",https://www.imdb.com/title/tt0699524/,tt0286486,Follows the lives and cases of a dirty Los Angeles Police Department cop and the unit under his command.
The Shield,3,2,Blood and Water,"Mar 16, 2004",7.9,1924,Vic promises a gang lieutenant the top job if he agrees to set up his boss; Dutch and Claudette's investigation into a gang shooting points to an unexpected triggerman.,https://www.imdb.com/title/tt0699487/,tt0286486,Follows the lives and cases of a dirty Los Angeles Police Department cop and the unit under his command.
