tv,season,episode_number,title,airdate,rating,total_votes,episode_desc,episode_url,encoded_title,show_desc
Peaky Blinders,1,1,Episode #1.1,"Sep 30, 2014",8.1,10125,Thomas Shelby plans to fix a horse race; some guns turn up stolen.,https://www.imdb.com/title/tt2471500/,tt2442560,"A gangster family epic set in 1900s England, centering on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby."
Peaky Blinders,1,2,Episode #1.2,"Sep 30, 2014",8.3,8557,Thomas Shelby starts a feud with a gypsy family and finally meets with Inspector Campbell to talk about the stolen guns.,https://www.imdb.com/title/tt2471502/,tt2442560,"A gangster family epic set in 1900s England, centering on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby."
Peaky Blinders,1,3,Episode #1.3,"Sep 30, 2014",8.2,8004,Thomas is livid to find out that Ada and Freddie are married; IRA sympathizers tries to get information from Thomas about the stolen guns.,https://www.imdb.com/title/tt2471506/,tt2442560,"A gangster family epic set in 1900s England, centering on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby."
Peaky Blinders,1,4,Episode #1.4,"Sep 30, 2014",8.6,7844,Thomas attempts to make a deal with Campbell; The Peaky's war with the Lees intensifies.,https://www.imdb.com/title/tt2461634/,tt2442560,"A gangster family epic set in 1900s England, centering on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby."
Peaky Blinders,1,5,Episode #1.5,"Sep 30, 2014",8.8,8273,The Shelbys get a surprise visit by an almost forgotten relative. Thomas has one more dangerous plan with the cops.,https://www.imdb.com/title/tt2461632/,tt2442560,"A gangster family epic set in 1900s England, centering on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby."
Peaky Blinders,1,6,Episode #1.6,"Sep 30, 2014",9.1,9188,"Tommy and the Peaky Blinders prepare for a big operation, that quickly becomes way trickier than they thought.",https://www.imdb.com/title/tt2461638/,tt2442560,"A gangster family epic set in 1900s England, centering on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby."
Peaky Blinders,2,1,Episode #2.1,"Oct 2, 2014",8.5,7157,"When Birmingham crime boss Tommy Shelby's beloved Garrison pub is bombed, he finds himself blackmailed into murdering an Irish dissident.",https://www.imdb.com/title/tt3655782/,tt2442560,"A gangster family epic set in 1900s England, centering on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby."
Peaky Blinders,2,2,Episode #2.2,"Oct 9, 2014",8.4,6633,"After murdering an Irish dissident, Tommy has no choice but to be a pawn in Inspector Campbell's treacherous political game.",https://www.imdb.com/title/tt3683570/,tt2442560,"A gangster family epic set in 1900s England, centering on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby."
Peaky Blinders,2,3,Episode #2.3,"Oct 16, 2014",8.6,6504,"After joining London crime boss Alfie Solomons in a business venture, Tommy worries that Alfie's newly revealed volatility could pose a problem.",https://www.imdb.com/title/tt3683572/,tt2442560,"A gangster family epic set in 1900s England, centering on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby."
Peaky Blinders,2,4,Episode #2.4,"Oct 23, 2014",8.5,6372,The Peaky Blinders take over London's Eden Club; Sabini convinces his old adversary Alfie Solomons to join forces and eradicate the gang.,https://www.imdb.com/title/tt3683574/,tt2442560,"A gangster family epic set in 1900s England, centering on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby."
